Id,SalePrice
1611,140000.0
1612,180500.0
1613,181000.0
1614,143000.0
1615,88000.0
1616,88000.0
1617,88000.0
1618,130000.0
1619,128200.0
1620,189000.0
1621,147000.0
1622,140000.0
1623,278000.0
1624,260000.0
1625,110000.0
1626,180000.0
1627,181000.0
1628,230000.0
1629,168500.0
1630,278000.0
1631,181000.0
1632,278000.0
1633,180000.0
1634,193000.0
1635,187500.0
1636,176000.0
1637,190000.0
1638,190000.0
1639,180000.0
1640,250000.0
1641,180000.0
1642,237000.0
1643,189000.0
1644,230000.0
1645,180000.0
1646,155000.0
1647,180000.0
1648,140000.0
1649,135000.0
1650,120500.0
1651,120500.0
1652,100000.0
1653,106000.0
1654,155000.0
1655,127500.0
1656,148500.0
1657,155000.0
1658,148500.0
1659,125000.0
1660,147000.0
1661,315000.0
1662,339750.0
1663,315000.0
1664,315000.0
1665,255500.0
1666,326000.0
1667,402000.0
1668,320000.0
1669,315500.0
1670,320000.0
1671,320000.0
1672,315000.0
1673,325000.0
1674,232000.0
1675,196000.0
1676,196000.0
1677,224000.0
1678,385000.0
1679,315000.0
1680,319900.0
1681,202500.0
1682,315000.0
1683,192000.0
1684,174000.0
1685,174000.0
1686,160200.0
1687,174000.0
1688,195000.0
1689,178000.0
1690,184000.0
1691,188500.0
1692,215000.0
1693,180000.0
1694,193000.0
1695,180000.0
1696,336000.0
1697,180000.0
1698,325000.0
1699,350000.0
1700,236000.0
1701,290000.0
1702,255500.0
1703,227000.0
1704,306000.0
1705,202500.0
1706,315000.0
1707,250580.0
1708,250580.0
1709,232000.0
1710,230000.0
1711,310000.0
1712,230000.0
1713,220000.0
1714,214000.0
1715,216000.0
1716,179900.0
1717,142500.0
1718,176000.0
1719,200000.0
1720,214000.0
1721,142500.0
1722,147000.0
1723,155000.0
1724,244600.0
1725,193000.0
1726,175900.0
1727,153900.0
1728,178000.0
1729,185000.0
1730,140000.0
1731,110000.0
1732,129900.0
1733,110000.0
1734,128500.0
1735,130000.0
1736,135000.0
1737,215000.0
1738,213000.0
1739,250000.0
1740,240000.0
1741,197000.0
1742,172500.0
1743,183900.0
1744,302000.0
1745,190000.0
1746,187000.0
1747,190000.0
1748,240000.0
1749,155000.0
1750,140000.0
1751,190000.0
1752,130000.0
1753,167000.0
1754,205000.0
1755,180000.0
1756,129900.0
1757,110000.0
1758,139000.0
1759,160000.0
1760,154000.0
1761,143000.0
1762,171000.0
1763,167000.0
1764,110000.0
1765,167000.0
1766,157500.0
1767,289000.0
1768,135000.0
1769,155000.0
1770,134500.0
1771,139000.0
1772,145000.0
1773,139000.0
1774,135000.0
1775,135000.0
1776,110000.0
1777,100000.0
1778,132000.0
1779,140000.0
1780,140000.0
1781,135000.0
1782,80000.0
1783,135000.0
1784,110000.0
1785,115000.0
1786,136500.0
1787,155000.0
1788,60000.0
1789,115000.0
1790,110000.0
1791,200000.0
1792,167000.0
1793,149000.0
1794,139000.0
1795,155000.0
1796,140000.0
1797,110000.0
1798,139000.0
1799,119000.0
1800,140000.0
1801,135000.0
1802,140000.0
1803,155000.0
1804,147000.0
1805,140000.0
1806,115000.0
1807,140000.0
1808,110000.0
1809,140000.0
1810,155000.0
1811,140000.0
1812,135000.0
1813,110000.0
1814,100000.0
1815,60000.0
1816,100000.0
1817,140000.0
1818,137000.0
1819,128000.0
1820,60000.0
1821,115000.0
1822,135000.0
1823,34900.0
1824,145000.0
1825,140000.0
1826,79000.0
1827,115000.0
1828,127000.0
1829,100000.0
1830,140000.0
1831,140000.0
1832,107500.0
1833,140000.0
1834,128000.0
1835,122000.0
1836,115000.0
1837,109500.0
1838,140000.0
1839,118000.0
1840,179000.0
1841,173000.0
1842,135000.0
1843,148000.0
1844,148000.0
1845,140000.0
1846,155000.0
1847,135000.0
1848,60000.0
1849,160000.0
1850,128900.0
1851,140000.0
1852,115000.0
1853,140000.0
1854,147000.0
1855,148000.0
1856,239500.0
1857,140000.0
1858,140000.0
1859,127000.0
1860,153337.0
1861,127000.0
1862,336000.0
1863,219500.0
1864,219500.0
1865,394432.0
1866,377500.0
1867,244600.0
1868,320000.0
1869,194500.0
1870,230000.0
1871,232000.0
1872,174000.0
1873,240000.0
1874,130000.0
1875,192000.0
1876,200500.0
1877,226000.0
1878,213000.0
1879,130000.0
1880,144000.0
1881,260000.0
1882,222500.0
1883,191000.0
1884,190000.0
1885,260000.0
1886,275000.0
1887,220000.0
1888,306000.0
1889,174000.0
1890,139000.0
1891,145000.0
1892,110000.0
1893,135000.0
1894,136500.0
1895,139000.0
1896,105000.0
1897,115000.0
1898,128000.0
1899,100000.0
1900,128000.0
1901,140000.0
1902,145000.0
1903,239000.0
1904,139000.0
1905,190000.0
1906,140000.0
1907,176000.0
1908,124000.0
1909,124000.0
1910,124000.0
1911,190000.0
1912,335000.0
1913,140000.0
1914,68500.0
1915,392500.0
1916,60000.0
1917,250000.0
1918,147000.0
1919,170000.0
1920,180500.0
1921,320000.0
1922,320000.0
1923,185000.0
1924,187500.0
1925,200000.0
1926,320000.0
1927,135000.0
1928,180000.0
1929,133900.0
1930,140000.0
1931,147000.0
1932,110000.0
1933,171000.0
1934,181000.0
1935,185000.0
1936,192000.0
1937,181000.0
1938,180000.0
1939,275000.0
1940,189000.0
1941,181000.0
1942,185000.0
1943,180000.0
1944,325000.0
1945,315000.0
1946,127500.0
1947,277500.0
1948,185000.0
1949,275000.0
1950,175000.0
1951,180000.0
1952,82500.0
1953,180000.0
1954,205000.0
1955,135000.0
1956,250000.0
1957,152000.0
1958,290000.0
1959,136000.0
1960,110000.0
1961,120500.0
1962,83000.0
1963,118000.0
1964,119500.0
1965,148500.0
1966,140000.0
1967,318000.0
1968,315000.0
1969,315000.0
1970,426000.0
1971,315000.0
1972,354000.0
1973,214000.0
1974,290000.0
1975,385000.0
1976,285000.0
1977,315000.0
1978,333168.0
1979,367294.0
1980,202500.0
1981,385000.0
1982,254000.0
1983,202500.0
1984,175500.0
1985,246578.0
1986,175900.0
1987,159895.0
1988,174000.0
1989,183500.0
1990,222500.0
1991,224000.0
1992,230000.0
1993,178000.0
1994,225000.0
1995,181000.0
1996,258000.0
1997,290000.0
1998,350000.0
1999,225000.0
2000,290000.0
2001,290000.0
2002,260000.0
2003,232000.0
2004,339750.0
2005,179900.0
2006,250580.0
2007,232000.0
2008,185000.0
2009,212000.0
2010,180000.0
2011,155000.0
2012,179900.0
2013,173000.0
2014,201000.0
2015,212000.0
2016,216000.0
2017,187000.0
2018,134000.0
2019,125000.0
2020,125000.0
2021,110000.0
2022,180000.0
2023,135000.0
2024,260000.0
2025,260000.0
2026,196000.0
2027,151000.0
2028,146000.0
2029,172500.0
2030,275000.0
2031,196000.0
2032,286000.0
2033,275000.0
2034,160000.0
2035,225000.0
2036,172500.0
2037,172500.0
2038,250000.0
2039,245500.0
2040,290000.0
2041,170000.0
2042,189000.0
2043,175000.0
2044,167000.0
2045,280000.0
2046,135000.0
2047,155000.0
2048,120500.0
2049,142600.0
2050,154000.0
2051,110000.0
2052,160000.0
2053,141000.0
2054,105000.0
2055,167000.0
2056,140000.0
2057,135000.0
2058,205000.0
2059,139000.0
2060,140000.0
2061,167000.0
2062,141000.0
2063,110000.0
2064,155000.0
2065,110000.0
2066,110000.0
2067,140000.0
2068,136500.0
2069,110000.0
2070,100000.0
2071,108000.0
2072,115000.0
2073,154000.0
2074,157000.0
2075,155000.0
2076,115000.0
2077,139000.0
2078,139000.0
2079,140000.0
2080,110000.0
2081,119000.0
2082,141000.0
2083,140000.0
2084,110000.0
2085,141000.0
2086,155000.0
2087,135000.0
2088,115000.0
2089,80000.0
2090,135000.0
2091,135000.0
2092,135000.0
2093,105000.0
2094,119000.0
2095,140000.0
2096,68500.0
2097,96500.0
2098,140000.0
2099,115000.0
2100,135000.0
2101,140000.0
2102,140000.0
2103,110000.0
2104,87000.0
2105,127000.0
2106,110000.0
2107,200000.0
2108,115000.0
2109,115000.0
2110,135000.0
2111,135000.0
2112,127000.0
2113,127000.0
2114,127000.0
2115,140000.0
2116,100000.0
2117,140000.0
2118,127000.0
2119,115000.0
2120,127000.0
2121,110000.0
2122,120000.0
2123,110000.0
2124,140000.0
2125,135000.0
2126,135000.0
2127,135000.0
2128,135000.0
2129,110000.0
2130,140000.0
2131,185000.0
2132,135000.0
2133,100000.0
2134,105000.0
2135,110000.0
2136,135000.0
2137,147000.0
2138,129000.0
2139,171000.0
2140,130000.0
2141,151000.0
2142,139000.0
2143,145000.0
2144,125000.0
2145,127000.0
2146,170000.0
2147,160000.0
2148,110000.0
2149,120500.0
2150,175000.0
2151,79000.0
2152,170000.0
2153,139000.0
2154,80000.0
2155,118000.0
2156,214000.0
2157,260000.0
2158,215000.0
2159,194500.0
2160,174000.0
2161,295493.0
2162,394432.0
2163,318000.0
2164,187500.0
2165,175000.0
2166,145000.0
2167,235000.0
2168,204750.0
2169,193000.0
2170,230000.0
2171,175000.0
2172,148000.0
2173,175000.0
2174,228500.0
2175,230000.0
2176,275000.0
2177,200000.0
2178,222500.0
2179,143000.0
2180,315000.0
2181,192000.0
2182,235128.0
2183,194000.0
2184,135000.0
2185,145000.0
2186,148000.0
2187,171000.0
2188,149500.0
2189,190000.0
2190,135000.0
2191,135000.0
2192,110000.0
2193,135000.0
2194,135000.0
2195,110000.0
2196,135000.0
2197,135000.0
2198,174000.0
2199,140000.0
2200,105000.0
2201,110000.0
2202,155000.0
2203,140000.0
2204,160000.0
2205,115000.0
2206,139000.0
2207,140000.0
2208,205000.0
2209,190000.0
2210,124000.0
2211,119000.0
2212,135000.0
2213,135000.0
2214,140000.0
2215,110000.0
2216,131500.0
2217,110000.0
2218,125500.0
2219,110000.0
2220,135000.0
2221,392500.0
2222,275000.0
2223,280000.0
2224,181000.0
2225,140000.0
2226,150000.0
2227,187500.0
2228,274900.0
2229,212000.0
2230,174000.0
2231,224500.0
2232,181000.0
2233,175000.0
2234,260000.0
2235,214000.0
2236,280000.0
2237,280000.0
2238,206300.0
2239,155000.0
2240,162000.0
2241,137500.0
2242,129900.0
2243,127000.0
2244,91000.0
2245,91000.0
2246,135000.0
2247,88000.0
2248,124500.0
2249,130500.0
2250,122000.0
2251,140000.0
2252,190000.0
2253,180000.0
2254,185000.0
2255,181000.0
2256,175900.0
2257,181000.0
2258,176000.0
2259,181000.0
2260,160000.0
2261,170000.0
2262,180000.0
2263,354000.0
2264,501837.0
2265,168000.0
2266,275000.0
2267,315000.0
2268,377426.0
2269,180000.0
2270,179900.0
2271,180000.0
2272,190000.0
2273,160000.0
2274,180000.0
2275,180500.0
2276,187500.0
2277,190000.0
2278,140000.0
2279,115000.0
2280,110000.0
2281,181000.0
2282,180000.0
2283,118000.0
2284,113000.0
2285,140000.0
2286,127000.0
2287,318000.0
2288,318000.0
2289,465000.0
2290,184750.0
2291,281213.0
2292,315000.0
2293,318000.0
2294,325300.0
2295,385000.0
2296,239000.0
2297,383970.0
2298,320000.0
2299,290000.0
2300,354000.0
2301,275000.0
2302,214000.0
2303,214000.0
2304,250000.0
2305,196000.0
2306,196000.0
2307,185850.0
2308,209500.0
2309,277500.0
2310,202500.0
2311,185850.0
2312,174000.0
2313,174000.0
2314,176000.0
2315,174000.0
2316,174000.0
2317,175000.0
2318,178000.0
2319,179540.0
2320,176485.0
2321,246578.0
2322,159895.0
2323,190000.0
2324,180000.0
2325,204900.0
2326,170000.0
2327,219500.0
2328,216500.0
2329,173000.0
2330,181000.0
2331,315000.0
2332,290000.0
2333,290000.0
2334,290000.0
2335,290000.0
2336,290000.0
2337,250580.0
2338,325624.0
2339,225000.0
2340,385000.0
2341,182000.0
2342,214000.0
2343,213000.0
2344,250000.0
2345,270000.0
2346,250580.0
2347,250580.0
2348,227875.0
2349,155835.0
2350,339750.0
2351,232600.0
2352,250000.0
2353,290000.0
2354,147000.0
2355,176000.0
2356,155000.0
2357,214000.0
2358,200000.0
2359,120000.0
2360,125000.0
2361,129000.0
2362,277000.0
2363,156000.0
2364,145000.0
2365,196000.0
2366,185000.0
2367,202500.0
2368,185000.0
2369,199900.0
2370,179400.0
2371,177500.0
2372,201000.0
2373,239000.0
2374,290000.0
2375,270000.0
2376,244000.0
2377,244000.0
2378,140000.0
2379,250000.0
2380,145000.0
2381,167000.0
2382,175000.0
2383,213000.0
2384,236000.0
2385,160000.0
2386,135000.0
2387,139000.0
2388,140000.0
2389,144000.0
2390,141000.0
2391,129000.0
2392,110000.0
2393,160000.0
2394,155000.0
2395,145000.0
2396,139000.0
2397,168000.0
2398,135000.0
2399,110000.0
2400,80000.0
2401,129000.0
2402,135000.0
2403,124000.0
2404,175000.0
2405,163000.0
2406,129000.0
2407,135000.0
2408,140000.0
2409,141000.0
2410,167000.0
2411,114500.0
2412,170000.0
2413,140000.0
2414,135000.0
2415,135000.0
2416,140000.0
2417,119000.0
2418,129000.0
2419,135000.0
2420,129000.0
2421,141000.0
2422,110000.0
2423,135000.0
2424,140000.0
2425,90000.0
2426,135000.0
2427,135000.0
2428,140000.0
2429,110000.0
2430,139000.0
2431,135000.0
2432,135000.0
2433,139000.0
2434,139000.0
2435,132500.0
2436,115000.0
2437,115000.0
2438,123000.0
2439,100000.0
2440,87000.0
2441,119000.0
2442,100000.0
2443,115000.0
2444,110000.0
2445,128000.0
2446,87000.0
2447,140000.0
2448,140000.0
2449,125500.0
2450,140000.0
2451,120000.0
2452,190000.0
2453,115000.0
2454,140000.0
2455,119000.0
2456,119000.0
2457,128000.0
2458,88000.0
2459,119000.0
2460,115000.0
2461,87000.0
2462,133000.0
2463,87000.0
2464,137000.0
2465,105000.0
2466,135000.0
2467,155000.0
2468,115000.0
2469,115000.0
2470,190000.0
2471,155000.0
2472,140000.0
2473,140000.0
2474,135000.0
2475,190000.0
2476,110000.0
2477,134500.0
2478,148000.0
2479,129000.0
2480,148000.0
2481,118500.0
2482,129500.0
2483,110000.0
2484,110000.0
2485,125000.0
2486,170000.0
2487,190000.0
2488,135000.0
2489,140000.0
2490,139000.0
2491,110000.0
2492,180000.0
2493,175000.0
2494,160000.0
2495,135000.0
2496,190000.0
2497,140000.0
2498,110000.0
2499,110000.0
2500,140000.0
2501,135000.0
2502,140000.0
2503,135000.0
2504,190000.0
2505,210000.0
2506,248900.0
2507,239000.0
2508,248900.0
2509,232000.0
2510,232000.0
2511,185000.0
2512,213500.0
2513,239000.0
2514,190000.0
2515,145000.0
2516,173000.0
2517,123600.0
2518,141000.0
2519,212000.0
2520,193000.0
2521,195000.0
2522,230000.0
2523,122000.0
2524,135000.0
2525,148000.0
2526,145000.0
2527,128500.0
2528,110000.0
2529,129000.0
2530,120500.0
2531,260000.0
2532,237000.0
2533,195000.0
2534,203000.0
2535,261500.0
2536,280000.0
2537,203000.0
2538,186500.0
2539,185000.0
2540,169990.0
2541,174000.0
2542,174000.0
2543,140000.0
2544,140000.0
2545,135000.0
2546,140000.0
2547,107000.0
2548,140000.0
2549,155000.0
2550,184750.0
2551,140000.0
2552,129000.0
2553,135000.0
2554,141000.0
2555,86000.0
2556,110000.0
2557,129900.0
2558,200000.0
2559,100000.0
2560,139000.0
2561,110000.0
2562,165000.0
2563,135000.0
2564,178000.0
2565,160000.0
2566,135000.0
2567,145000.0
2568,186700.0
2569,175000.0
2570,124000.0
2571,181000.0
2572,140000.0
2573,190000.0
2574,228000.0
2575,131000.0
2576,115000.0
2577,140000.0
2578,100000.0
2579,100000.0
2580,160000.0
2581,140000.0
2582,100000.0
2583,235000.0
2584,175000.0
2585,192000.0
2586,239686.0
2587,180000.0
2588,145000.0
2589,156000.0
2590,235000.0
2591,190000.0
2592,240000.0
2593,265900.0
2594,176000.0
2595,192000.0
2596,312500.0
2597,192000.0
2598,215000.0
2599,318000.0
2600,140000.0
2601,140000.0
2602,88000.0
2603,91000.0
2604,75000.0
2605,75000.0
2606,135000.0
2607,175000.0
2608,256000.0
2609,155000.0
2610,84500.0
2611,170000.0
2612,157000.0
2613,130000.0
2614,130000.0
2615,140000.0
2616,137000.0
2617,190000.0
2618,143000.0
2619,190000.0
2620,193000.0
2621,168000.0
2622,178000.0
2623,192500.0
2624,320000.0
2625,340000.0
2626,173000.0
2627,140000.0
2628,438780.0
2629,438780.0
2630,438780.0
2631,437154.0
2632,361919.0
2633,275000.0
2634,315000.0
2635,148000.0
2636,190000.0
2637,187500.0
2638,263435.0
2639,170000.0
2640,160000.0
2641,120500.0
2642,181000.0
2643,106000.0
2644,125000.0
2645,118000.0
2646,83000.0
2647,88000.0
2648,140000.0
2649,135000.0
2650,140000.0
2651,148500.0
2652,437154.0
2653,256300.0
2654,318000.0
2655,315000.0
2656,325300.0
2657,290000.0
2658,325300.0
2659,281000.0
2660,345000.0
2661,440000.0
2662,326000.0
2663,275000.0
2664,319900.0
2665,318000.0
2666,319900.0
2667,163990.0
2668,163990.0
2669,200141.0
2670,281213.0
2671,179540.0
2672,167240.0
2673,215000.0
2674,234000.0
2675,167240.0
2676,183500.0
2677,173000.0
2678,219210.0
2679,230000.0
2680,290000.0
2681,290000.0
2682,290000.0
2683,290000.0
2684,290000.0
2685,290000.0
2686,281000.0
2687,423000.0
2688,225000.0
2689,185000.0
2690,325624.0
2691,205950.0
2692,155000.0
2693,227680.0
2694,84500.0
2695,130000.0
2696,180000.0
2697,181000.0
2698,201000.0
2699,179200.0
2700,153900.0
2701,177000.0
2702,140000.0
2703,140000.0
2704,144000.0
2705,128500.0
2706,120000.0
2707,110000.0
2708,128500.0
2709,127000.0
2710,128500.0
2711,244000.0
2712,290000.0
2713,176000.0
2714,151000.0
2715,168500.0
2716,151000.0
2717,178000.0
2718,201000.0
2719,160000.0
2720,160000.0
2721,156000.0
2722,140000.0
2723,156000.0
2724,123000.0
2725,134500.0
2726,140000.0
2727,139000.0
2728,160000.0
2729,140000.0
2730,135000.0
2731,119000.0
2732,115000.0
2733,170000.0
2734,170000.0
2735,135000.0
2736,140000.0
2737,132000.0
2738,124000.0
2739,180000.0
2740,160000.0
2741,139000.0
2742,158000.0
2743,143000.0
2744,139000.0
2745,135000.0
2746,134500.0
2747,140000.0
2748,130000.0
2749,135000.0
2750,135000.0
2751,130000.0
2752,190000.0
2753,140000.0
2754,190000.0
2755,116000.0
2756,110000.0
2757,115000.0
2758,86000.0
2759,140000.0
2760,115000.0
2761,165000.0
2762,135000.0
2763,180000.0
2764,140000.0
2765,180000.0
2766,140000.0
2767,115000.0
2768,141000.0
2769,135000.0
2770,132500.0
2771,110000.0
2772,134500.0
2773,157500.0
2774,115000.0
2775,149000.0
2776,140000.0
2777,140000.0
2778,116900.0
2779,130000.0
2780,115000.0
2781,110000.0
2782,115000.0
2783,113000.0
2784,132500.0
2785,116000.0
2786,89000.0
2787,110000.0
2788,100000.0
2789,214500.0
2790,128000.0
2791,115000.0
2792,102000.0
2793,140000.0
2794,105000.0
2795,135000.0
2796,96500.0
2797,239000.0
2798,135000.0
2799,125500.0
2800,67000.0
2801,115000.0
2802,140000.0
2803,143000.0
2804,160000.0
2805,100000.0
2806,110000.0
2807,185000.0
2808,148000.0
2809,145000.0
2810,139000.0
2811,158000.0
2812,142500.0
2813,145000.0
2814,145000.0
2815,115000.0
2816,180000.0
2817,145000.0
2818,147000.0
2819,155000.0
2820,144000.0
2821,135000.0
2822,90000.0
2823,190000.0
2824,190000.0
2825,155000.0
2826,135000.0
2827,140000.0
2828,260000.0
2829,260000.0
2830,233230.0
2831,194000.0
2832,260000.0
2833,369900.0
2834,213500.0
2835,232000.0
2836,213500.0
2837,160000.0
2838,145000.0
2839,178000.0
2840,185000.0
2841,200000.0
2842,230000.0
2843,159500.0
2844,148000.0
2845,127000.0
2846,230000.0
2847,211000.0
2848,180000.0
2849,219500.0
2850,290000.0
2851,199900.0
2852,200000.0
2853,200000.0
2854,136500.0
2855,185000.0
2856,196500.0
2857,186500.0
2858,185000.0
2859,155000.0
2860,127500.0
2861,170000.0
2862,165400.0
2863,145000.0
2864,200000.0
2865,140000.0
2866,130000.0
2867,100000.0
2868,135000.0
2869,102000.0
2870,160000.0
2871,102000.0
2872,60000.0
2873,112000.0
2874,140000.0
2875,127500.0
2876,155000.0
2877,105000.0
2878,144000.0
2879,145000.0
2880,105000.0
2881,165000.0
2882,140000.0
2883,159000.0
2884,140000.0
2885,140000.0
2886,239000.0
2887,87000.0
2888,131000.0
2889,60000.0
2890,68500.0
2891,135000.0
2892,100000.0
2893,135000.0
2894,79000.0
2895,275000.0
2896,275000.0
2897,190000.0
2898,124000.0
2899,201000.0
2900,155000.0
2901,163500.0
2902,185000.0
2903,315000.0
2904,315000.0
2905,135000.0
2906,206300.0
2907,115000.0
2908,130000.0
2909,143000.0
2910,84500.0
2911,88000.0
2912,141000.0
2913,88000.0
2914,75000.0
2915,75000.0
2916,88000.0
2917,168000.0
2918,93500.0
2919,250000.0
