,id_area,region,area,palmitic,palmitoleic,stearic,oleic,linoleic,linolenic,arachidic,eicosenoic
115,115_South-Apulia,1,3,1360,1.6299999999999997e-08,176,6901,1280,28,65,27
116,116_South-Apulia,1,3,1300,1.8700000000000002e-08,196,6920,1253,41,76,25
117,117_South-Apulia,1,3,1368,1.71e-08,218,7010,1057,41,54,26
118,118_South-Apulia,1,3,1207,1.5100000000000003e-08,156,7159,1234,27,51,14
119,119_South-Apulia,1,3,1348,1.5400000000000002e-08,183,6917,1277,48,56,16
120,120_South-Apulia,1,3,1334,1.86e-08,229,7261,827,34,56,20
121,121_South-Apulia,1,3,1301,1.5599999999999997e-08,207,7003,1229,41,48,14
122,122_South-Apulia,1,3,1226,1.81e-08,213,6961,1230,47,74,26
123,123_South-Apulia,1,3,1201,1.68e-08,190,7100,1216,43,64,16
124,124_South-Apulia,1,3,1297,1.5299999999999998e-08,177,7004,1260,35,60,16
125,125_South-Apulia,1,3,1248,1.6299999999999997e-08,158,7103,1222,31,60,14
126,126_South-Apulia,1,3,1335,1.5900000000000003e-08,197,6974,1220,36,60,17
127,127_South-Apulia,1,3,1219,1.6699999999999997e-08,171,7087,1254,35,50,16
128,128_South-Apulia,1,3,1318,1.7899999999999998e-08,177,7030,1194,35,42,25
129,129_South-Apulia,1,3,1264,1.6699999999999997e-08,166,7130,1187,22,52,12
130,130_South-Apulia,1,3,1201,1.75e-08,201,7129,1193,36,49,15
131,131_South-Apulia,1,3,1252,1.8000000000000002e-08,181,7055,1214,31,59,38
132,132_South-Apulia,1,3,1273,1.82e-08,209,6965,1191,43,74,23
133,133_South-Apulia,1,3,1351,1.7899999999999998e-08,170,7034,1154,35,66,10
134,134_South-Apulia,1,3,1336,1.55e-08,212,7103,1086,33,55,20
135,135_South-Apulia,1,3,1499,2.0099999999999995e-08,182,6803,1204,30,56,24
136,136_South-Apulia,1,3,1425,1.9799999999999995e-08,193,7032,1041,31,52,17
137,137_South-Apulia,1,3,1358,2.0400000000000004e-08,227,6962,1109,41,65,34
138,138_South-Apulia,1,3,1346,1.81e-08,257,7147,933,40,60,36
139,139_South-Apulia,1,3,1392,1.86e-08,256,6732,1278,53,64,29
140,140_South-Apulia,1,3,1311,1.66e-08,222,7006,1147,41,80,27
141,141_South-Apulia,1,3,1314,1.71e-08,229,6923,1198,47,76,42
142,142_South-Apulia,1,3,1409,2e-08,207,6842,1224,31,60,27
143,143_South-Apulia,1,3,1342,1.74e-08,221,6993,1147,36,64,23
144,144_South-Apulia,1,3,1387,1.82e-08,206,7100,1020,34,54,17
145,145_South-Apulia,1,3,1413,2.0200000000000002e-08,205,6920,1165,36,46,13
146,146_South-Apulia,1,3,1430,2.09e-08,225,6800,1200,32,59,27
147,147_South-Apulia,1,3,1336,1.8500000000000004e-08,223,6956,1155,56,73,16
148,148_South-Apulia,1,3,1372,2e-08,200,6916,1189,33,50,22
149,149_South-Apulia,1,3,1330,1.57e-08,228,7055,1108,42,55,25
150,150_South-Apulia,1,3,1412,2.07e-08,208,6822,1239,36,51,28
151,151_South-Apulia,1,3,1321,2.09e-08,217,6948,1178,42,62,23
152,152_South-Apulia,1,3,1401,2e-08,217,6980,1073,40,68,21
153,153_South-Apulia,1,3,1401,2.1400000000000003e-08,217,6734,1293,44,69,27
154,154_South-Apulia,1,3,1457,1.68e-08,242,6724,1266,54,59,30
155,155_South-Apulia,1,3,1451,1.99e-08,221,6835,1177,37,51,29
156,156_South-Apulia,1,3,1438,2.06e-08,248,6806,1183,34,57,28
157,157_South-Apulia,1,3,1462,2.0400000000000004e-08,237,6644,1309,42,54,28
158,158_South-Apulia,1,3,1529,2.1499999999999997e-08,203,6602,1310,45,69,27
159,159_South-Apulia,1,3,1510,1.89e-08,245,6752,1188,36,52,28
160,160_South-Apulia,1,3,1437,2.22e-08,184,6803,1240,43,56,16
161,161_South-Apulia,1,3,1327,1.29e-08,247,7024,1157,38,56,22
162,162_South-Apulia,1,3,1438,1.7200000000000002e-08,252,6630,1380,40,64,24
163,163_South-Apulia,1,3,1447,1.7600000000000002e-08,189,6849,1180,42,64,26
164,164_South-Apulia,1,3,1355,1.44e-08,214,6972,1198,33,60,24
165,165_South-Apulia,1,3,1369,1.5599999999999997e-08,241,6890,1209,42,63,30
166,166_South-Apulia,1,3,1471,1.8799999999999996e-08,276,6697,1269,34,51,16
167,167_South-Apulia,1,3,1456,1.7899999999999998e-08,240,6738,1267,41,65,14
168,168_South-Apulia,1,3,1314,1.4e-08,207,7020,1220,28,59,12
169,169_South-Apulia,1,3,1408,1.7600000000000002e-08,192,6909,1195,45,50,25
170,170_South-Apulia,1,3,1397,1.7200000000000002e-08,191,7107,1018,36,50,29
171,171_South-Apulia,1,3,1413,1.91e-08,186,6937,1180,31,46,13
172,172_South-Apulia,1,3,1539,1.9400000000000002e-08,213,6764,1178,38,58,16
173,173_South-Apulia,1,3,1304,1.5900000000000003e-08,234,7019,1174,38,53,19
174,174_South-Apulia,1,3,1341,1.6e-08,231,7033,1069,40,67,33
175,175_South-Apulia,1,3,1508,2.08e-08,249,6641,1311,25,43,20
176,176_South-Apulia,1,3,1515,2.26e-08,257,6595,1287,41,63,16
177,177_South-Apulia,1,3,1262,1.6500000000000002e-08,235,7120,1113,32,51,21
178,178_South-Apulia,1,3,1307,1.9699999999999998e-08,238,7003,1144,37,50,24
179,179_South-Apulia,1,3,1294,1.5900000000000003e-08,253,7009,1190,30,52,13
180,180_South-Apulia,1,3,1460,1.8700000000000002e-08,215,6843,1172,35,56,32
181,181_South-Apulia,1,3,1476,1.8700000000000002e-08,203,6837,1197,36,48,22
182,182_South-Apulia,1,3,1482,1.78e-08,197,6814,1201,40,64,24
183,183_South-Apulia,1,3,1388,1.7600000000000002e-08,185,7008,1111,48,53,31
184,184_South-Apulia,1,3,1367,1.7200000000000002e-08,235,7066,1054,35,45,26
185,185_South-Apulia,1,3,1272,2.07e-08,205,7152,1098,37,52,22
186,186_South-Apulia,1,3,1323,1.57e-08,234,7132,1022,38,58,31
187,187_South-Apulia,1,3,1206,2.18e-08,242,7193,1002,37,54,25
188,188_South-Apulia,1,3,1383,1.57e-08,217,7018,1090,40,60,37
189,189_South-Apulia,1,3,1521,1.8999999999999998e-08,238,6956,986,36,50,23
190,190_South-Apulia,1,3,1350,1.68e-08,227,6986,1165,29,58,17
191,191_South-Apulia,1,3,1422,1.81e-08,218,6813,1230,30,59,21
192,192_South-Apulia,1,3,1298,1.66e-08,224,6986,1162,34,65,31
193,193_South-Apulia,1,3,1447,2.36e-08,245,6607,1336,33,51,21
194,194_South-Apulia,1,3,1347,1.9699999999999998e-08,211,6795,1300,32,59,34
195,195_South-Apulia,1,3,1339,1.7e-08,253,6989,1110,29,63,23
196,196_South-Apulia,1,3,1388,1.8300000000000002e-08,216,6867,1208,28,61,21
197,197_South-Apulia,1,3,1527,2.6000000000000005e-08,232,6488,1370,31,45,20
198,198_South-Apulia,1,3,1495,2.37e-08,236,6571,1318,32,58,26
199,199_South-Apulia,1,3,1487,2.4600000000000002e-08,251,6504,1390,29,53,19
200,200_South-Apulia,1,3,1399,1.8000000000000002e-08,232,6855,1190,32,66,22
201,201_South-Apulia,1,3,1489,2.1499999999999997e-08,242,6777,1145,30,60,22
202,202_South-Apulia,1,3,1339,1.66e-08,226,6928,1198,30,60,23
203,203_South-Apulia,1,3,1482,2.4600000000000002e-08,238,6444,1462,27,50,20
204,204_South-Apulia,1,3,1434,1.7200000000000002e-08,255,6646,1354,27,59,25
205,205_South-Apulia,1,3,1347,1.5599999999999997e-08,214,6850,1313,25,48,19
206,206_South-Apulia,1,3,1340,1.5800000000000003e-08,233,6848,1272,32,63,25
207,207_South-Apulia,1,3,1453,1.8000000000000002e-08,244,6752,1238,34,54,23
208,208_South-Apulia,1,3,1306,1.49e-08,226,7082,1097,33,61,24
209,209_South-Apulia,1,3,1349,1.6100000000000002e-08,217,6997,1138,31,62,23
210,210_South-Apulia,1,3,1254,1.5100000000000003e-08,205,7319,947,28,54,23
211,211_South-Apulia,1,3,1168,1.44e-08,220,7230,1109,31,52,28
212,212_South-Apulia,1,3,1346,1.6699999999999997e-08,224,6959,1111,30,49,23
213,213_South-Apulia,1,3,1390,1.84e-08,212,6898,1189,29,44,19
214,214_South-Apulia,1,3,1283,1.49e-08,224,7077,1104,30,57,32
215,215_South-Apulia,1,3,1214,1.37e-08,232,7269,1005,32,55,23
216,216_South-Apulia,1,3,1491,2.27e-08,205,6941,988,33,68,34
217,217_South-Apulia,1,3,1479,2.18e-08,207,7039,887,36,65,36
218,218_South-Apulia,1,3,1445,1.74e-08,228,6875,1123,29,69,31
219,219_South-Apulia,1,3,1439,1.8300000000000002e-08,218,6775,1226,32,66,29
220,220_South-Apulia,1,3,1387,1.5400000000000002e-08,204,6991,1090,34,74,32
221,221_South-Apulia,1,3,1426,1.69e-08,192,7025,1043,31,64,27
222,222_South-Apulia,1,3,1451,2e-08,208,6980,1006,30,62,31
223,223_South-Apulia,1,3,1493,2.0400000000000004e-08,188,6913,1044,32,61,35
224,224_South-Apulia,1,3,1419,1.92e-08,207,6996,1014,36,70,36
225,225_South-Apulia,1,3,1342,1.77e-08,199,7172,952,34,65,33
226,226_South-Apulia,1,3,1349,1.52e-08,236,7145,949,35,75,29
227,227_South-Apulia,1,3,1440,1.96e-08,208,6938,1070,32,61,26
228,228_South-Apulia,1,3,1460,2.1499999999999997e-08,197,6918,1081,28,55,23
229,229_South-Apulia,1,3,1249,1.33e-08,205,7417,827,33,72,33
230,230_South-Apulia,1,3,1348,1.5900000000000003e-08,238,7017,1081,31,67,25
231,231_South-Apulia,1,3,1341,1.55e-08,244,6958,1144,32,68,26
232,232_South-Apulia,1,3,1398,1.49e-08,204,7182,907,29,76,30
233,233_South-Apulia,1,3,1454,2e-08,199,6910,1090,30,62,25
234,234_South-Apulia,1,3,1334,1.5299999999999998e-08,219,6928,1214,33,66,24
235,235_South-Apulia,1,3,1438,2.0400000000000004e-08,189,7107,910,33,63,27
236,236_South-Apulia,1,3,1303,1.38e-08,212,7170,1016,34,69,25
237,237_South-Apulia,1,3,1323,1.47e-08,210,7108,1070,33,61,20
238,238_South-Apulia,1,3,1417,1.69e-08,207,6875,1184,34,57,27
239,239_South-Apulia,1,3,1360,1.6699999999999997e-08,225,6883,1220,31,55,27
240,240_South-Apulia,1,3,1420,1.7899999999999998e-08,214,6923,1121,33,56,27
241,241_South-Apulia,1,3,1472,2.18e-08,214,6724,1238,29,53,23
242,242_South-Apulia,1,3,1368,1.74e-08,205,7042,1066,31,57,26
243,243_South-Apulia,1,3,1367,1.73e-08,228,6948,1141,32,53,24
244,244_South-Apulia,1,3,1403,1.73e-08,209,6843,1210,33,63,33
245,245_South-Apulia,1,3,1413,1.9699999999999998e-08,206,6737,1387,34,60,31
246,246_South-Apulia,1,3,1201,1.38e-08,207,7011,1269,37,64,35
247,247_South-Apulia,1,3,1359,1.8000000000000002e-08,207,6895,1203,33,61,30
248,248_South-Apulia,1,3,1518,1.9799999999999995e-08,225,6681,1243,29,57,24
249,249_South-Apulia,1,3,1434,1.8500000000000004e-08,189,6771,1269,30,62,25
250,250_South-Apulia,1,3,1367,1.6200000000000003e-08,179,6772,1368,33,64,27
251,251_South-Apulia,1,3,1461,1.81e-08,197,6783,1246,26,57,23
252,252_South-Apulia,1,3,1368,1.6100000000000002e-08,198,7030,1095,33,59,31
253,253_South-Apulia,1,3,1419,1.5900000000000003e-08,215,6862,1193,35,60,31
254,254_South-Apulia,1,3,1514,1.6200000000000003e-08,298,6725,1119,45,93,30
255,255_South-Apulia,1,3,1328,1.71e-08,253,6987,1030,38,83,39
256,256_South-Apulia,1,3,1469,1.6e-08,337,6675,1127,44,94,36
257,257_Sicily,1,4,1222,1.33e-08,227,7425,824,36,69,35
258,258_Sicily,1,4,1639,1.7200000000000002e-08,331,6510,1124,46,91,32
259,259_Sicily,1,4,1345,1.33e-08,272,6801,1194,48,83,37
260,260_Sicily,1,4,1339,1.7e-08,275,6838,1060,46,88,43
261,261_Sicily,1,4,1194,1.3500000000000002e-08,263,7277,889,44,95,41
262,262_Sicily,1,4,1112,6.8e-09,375,7770,448,52,69,45
263,263_Sicily,1,4,1222,7e-09,329,7605,566,48,67,43
264,264_Sicily,1,4,1136,7.2e-09,341,7616,661,49,65,32
265,265_Sicily,1,4,926,4.0999999999999995e-09,277,7815,784,45,65,25
266,266_Sicily,1,4,1105,6.9e-09,373,7714,532,51,68,37
267,267_Sicily,1,4,1109,7.900000000000001e-09,305,7576,763,45,64,36
268,268_Sicily,1,4,1284,9.3e-09,265,7235,893,43,77,46
269,269_Sicily,1,4,1120,6.9e-09,277,7416,946,42,59,36
270,270_Sicily,1,4,916,5.2e-09,281,7870,694,42,64,58
271,271_Sicily,1,4,905,4.9e-09,288,7747,812,49,71,56
272,272_Sicily,1,4,1206,5.500000000000001e-09,287,7329,935,44,74,42
273,273_Sicily,1,4,1457,1.82e-08,267,7020,863,41,84,37
274,274_Sicily,1,4,1327,1.4e-08,193,7328,823,36,87,35
275,275_Sicily,1,4,1303,1e-08,251,7045,1049,40,86,40
276,276_Sicily,1,4,1444,1.75e-08,259,6876,1027,34,78,32
277,277_Sicily,1,4,1505,2.4300000000000006e-08,226,6962,858,30,72,27
278,278_Sicily,1,4,1429,1.6200000000000003e-08,223,6917,1041,37,77,40
279,279_Sicily,1,4,1491,1.6200000000000003e-08,211,6994,928,37,97,38
280,280_Sicily,1,4,1393,1.28e-08,211,7189,870,38,93,40
281,281_Sicily,1,4,1404,1.3400000000000001e-08,210,7110,923,40,101,43
282,282_Sicily,1,4,1222,1.3000000000000002e-08,214,7374,856,38,89,45
283,283_Sicily,1,4,1153,7.400000000000001e-09,316,7593,705,42,64,32
284,284_Sicily,1,4,1169,7.6e-09,307,7553,728,43,69,32
285,285_Sicily,1,4,1369,1.04e-08,237,7375,775,39,70,15
286,286_Sicily,1,4,993,5.8e-09,267,7743,773,41,62,44
287,287_Sicily,1,4,980,5.3e-09,254,7719,815,44,69,47
288,288_Sicily,1,4,967,5.500000000000001e-09,273,7692,833,45,63,47
289,289_Sicily,1,4,1128,7.3e-09,354,7527,728,44,76,38
290,290_Sicily,1,4,1188,8.5e-09,273,7445,814,44,73,42
291,291_Sicily,1,4,1257,9.499999999999999e-09,247,7405,812,43,70,35
292,292_Sicily,1,4,1262,8.800000000000001e-09,301,7471,704,43,71,31
293,293_South-Apulia,1,3,1283,1.5299999999999998e-08,196,7107,1115,37,60,28
294,294_South-Apulia,1,3,1263,1.55e-08,199,7140,1148,31,42,18
295,295_South-Apulia,1,3,1369,1.5800000000000003e-08,215,7160,958,38,69,32
296,296_South-Apulia,1,3,1353,1.7200000000000002e-08,175,6965,1212,28,75,19
297,297_South-Apulia,1,3,1187,1.3899999999999999e-08,185,7427,952,29,56,22
298,298_South-Apulia,1,3,1732,2.31e-08,156,6437,1313,45,62,23
299,299_South-Apulia,1,3,1620,2.5499999999999997e-08,166,6628,1212,29,62,27
300,300_South-Apulia,1,3,1543,1.7200000000000002e-08,193,6740,1157,52,87,34
301,301_South-Apulia,1,3,1498,1.7e-08,195,6804,1206,35,66,23
302,302_South-Apulia,1,3,1399,1.69e-08,171,7011,1100,36,72,16
303,303_South-Apulia,1,3,1293,1.5599999999999997e-08,191,7101,1111,32,60,31
304,304_South-Apulia,1,3,1420,1.75e-08,152,7004,1149,27,50,20
305,305_South-Apulia,1,3,1721,2.3799999999999998e-08,255,6300,1350,35,70,28
306,306_South-Apulia,1,3,1742,2.2099999999999996e-08,156,6415,1315,43,82,23
307,307_South-Apulia,1,3,1391,1.8700000000000002e-08,189,6975,1062,52,70,45
308,308_South-Apulia,1,3,1517,2.06e-08,249,6680,1205,33,80,27
309,309_South-Apulia,1,3,1269,1.57e-08,193,7140,1148,31,40,18
310,310_South-Apulia,1,3,1577,2.0400000000000004e-08,208,6732,1183,20,52,20
311,311_South-Apulia,1,3,1590,2.41e-08,195,6705,1149,27,68,21
312,312_South-Apulia,1,3,1621,2.8e-08,197,6608,1179,28,58,27
313,313_South-Apulia,1,3,1753,2.7500000000000005e-08,236,6367,1214,23,61,27
314,314_South-Apulia,1,3,1679,2.6000000000000005e-08,177,6568,1191,30,59,33
315,315_South-Apulia,1,3,1419,2.0299999999999996e-08,176,6973,1083,38,78,27
316,316_South-Apulia,1,3,1693,2.36e-08,174,6499,1204,51,102,37
317,317_South-Apulia,1,3,1692,2.7000000000000004e-08,234,6499,1196,31,59,15
318,318_South-Apulia,1,3,1638,2.52e-08,215,6570,1199,39,53,29
319,319_South-Apulia,1,3,1497,2.4700000000000006e-08,219,6621,1270,36,73,32
320,320_South-Apulia,1,3,1442,2.22e-08,194,6677,1314,36,72,38
321,321_South-Apulia,1,3,1680,2.7000000000000004e-08,170,6440,1310,31,62,28
322,322_South-Apulia,1,3,1463,1.6399999999999998e-08,185,6909,1154,49,58,17
323,323_Inland-Sardinia,2,5,1129,1.2e-08,222,7272,1112,43,98,2
324,324_Inland-Sardinia,2,5,1042,1.3500000000000002e-08,210,7376,1116,35,90,3
325,325_Inland-Sardinia,2,5,1103,9.6e-09,210,7380,1085,32,94,3
326,326_Inland-Sardinia,2,5,1118,9.700000000000001e-09,221,7279,1154,35,94,2
327,327_Inland-Sardinia,2,5,1052,9.499999999999999e-09,215,7388,1126,31,92,1
328,328_Inland-Sardinia,2,5,1116,1.0200000000000002e-08,231,7290,1168,26,66,1
329,329_Inland-Sardinia,2,5,1108,1.32e-08,231,7319,1101,20,66,2
330,330_Inland-Sardinia,2,5,1129,1.08e-08,212,7386,1074,28,62,3
331,331_Inland-Sardinia,2,5,1085,9.1e-09,223,7384,1126,28,62,3
332,332_Inland-Sardinia,2,5,1104,1.03e-08,233,7322,1147,27,61,2
333,333_Inland-Sardinia,2,5,1098,8.800000000000001e-09,212,7338,1140,28,67,1
334,334_Coast-Sardinia,2,6,1135,9.8e-09,251,7120,1314,20,61,2
335,335_Coast-Sardinia,2,6,1158,1.08e-08,245,7065,1326,22,75,1
336,336_Coast-Sardinia,2,6,1133,1.1000000000000003e-08,241,7080,1342,21,68,3
337,337_Coast-Sardinia,2,6,1095,1.2500000000000001e-08,250,7120,1305,21,83,1
338,338_Coast-Sardinia,2,6,1201,8.7e-09,238,6990,1383,25,75,3
339,339_Coast-Sardinia,2,6,1213,1.1200000000000001e-08,245,7007,1335,22,65,3
340,340_Inland-Sardinia,2,5,1108,9.2e-09,231,7367,1110,29,62,3
341,341_Inland-Sardinia,2,5,1075,1.03e-08,207,7413,1096,32,68,2
342,342_Inland-Sardinia,2,5,1059,9.6e-09,228,7386,1128,25,72,2
343,343_Inland-Sardinia,2,5,1176,9.2e-09,207,7347,1057,35,82,1
